frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle,,,,7,
2,257.0203924,106.6298501,1661.900466,4.7520649,0.077176337,26.74575266,4296,,2,49,,,,,
3,509.9648241,264.3570484,1372.57647,5.150036655,0.150315853,21.05512701,3756,,3,8,,,,,
3,486.9313031,44.58286119,1025.166874,5.409603516,0.095055614,20.8736173,3296,,3,7,,,,,7
3,444.8459428,174.7659544,1257.13629,4.981194784,0.177900168,22.87022417,3539,,3,3,,,,,
3,394.2211786,147.4224678,985.5977558,5.106291934,0.137136812,17.06191327,3125,,3,28,,,,,
3,476.0201342,127.742775,1325.202434,4.712803742,0.065643955,19.784559,3525,,3,4,,,,,
3,515.5141156,68.20391156,1067.277128,4.066203832,0.066966005,22.32569502,3391,,3,9,,,,,
3,577.3533487,179.0340951,2986.560861,7.654367379,0.427924517,24.50381161,7111,,3,29,,,,,
3,587.7819855,51.2709255,1025.711403,6.338320395,0.14803267,16.33587441,3303,,3,14,,,,,
3,611.9039558,137.1943341,1050.759744,6.164119761,0.059180813,16.88040355,3126,,3,15,,,,,
3,733.4759943,137.896875,1277.828398,4.586185407,0.125143816,23.05173388,3667,,3,25,,,,,
3,738.7952085,47.78564847,1575.867351,8.641833985,0.78180111,19.24002986,4256,,3,26,,,,,
3,546.2175476,113.3470909,1363.319474,4.436702565,0.025051206,24.50381161,3581,,3,11,,,,,
3,612.8652316,215.2408361,1163.658787,4.444812287,0.16090966,21.59965616,3476,,3,27,,,,,
3,336.9627748,161.3913043,1857.751939,8.449765348,0.67262195,23.95928246,4772,,3,56,,,,,
3,337.9090909,234.7271544,1533.394078,5.318601665,0.193617931,17.24342298,3902,,3,57,,,,,
3,56.72251832,88.36642239,1634.676499,5.84672648,0.106545314,22.14418531,4283,,3,45,,,,,
3,103.1029195,235.4399636,1597.830027,4.960734153,0.19775934,19.05852014,3781,,3,35,,,,,
3,161.9871182,224.4138791,1747.212523,6.53832061,0.11010416,18.51399099,4087,,3,38,,,,,
3,256.9302728,106.6163924,1676.423733,4.837920893,0.093933853,26.50041848,4373,,3,49,,,,,
3,306.0212712,140.4012587,1442.094691,5.104693727,0.154484497,22.87022417,3965,,3,54,,,,,
3,208.0227198,263.9568486,1110.47644,5.376188223,0.143769225,16.15436469,3260,,3,42,,,,,
4,577.3681291,178.998255,2932.341421,7.576528007,0.425856952,25.03619436,7055,,4,29,,,,,
4,546.4678754,113.2640914,1390.879382,4.612553919,0.01899282,24.48795653,3701,,4,11,,,,,
4,515.6000944,67.91454202,1161.16773,4.72644833,0.081374237,22.66049708,3553,,4,9,,,,,
4,510.1535307,264.2666923,1425.966603,5.533547334,0.158215195,21.19852953,3888,,4,8,,,,,
4,476.0924324,127.6954054,1352.319987,4.981506339,0.061133593,19.55381603,3584,,4,4,,,,,
4,487.3047553,44.62808053,1052.982131,5.188213888,0.09000026,21.01578359,3373,,4,7,,,,,
4,444.7890647,174.7821583,1270.084312,4.817026158,0.17199518,23.39148086,3590,,4,3,,,,,
4,587.7642462,51.1905851,958.8679694,5.915306578,0.13154859,16.44713498,3291,,4,14,,,,,
4,612.6095448,215.0809104,1244.49988,5.114977575,0.151134232,21.56402142,3659,,4,27,,,,,
4,733.6686163,137.6987161,1281.049069,4.810547731,0.142391524,23.02598897,3763,,4,25,,,,,
4,738.892698,47.55342247,1599.209758,8.721362527,0.767150896,19.18832414,4326,,4,26,,,,,
4,612.1088627,136.8613453,975.3151044,5.869753008,0.052578713,17.17811876,3226,,4,15,,,,,
4,393.8386033,147.4126091,942.0553425,5.054715174,0.096503569,16.99537281,3173,,4,28,,,,,
4,337.8298993,234.8886218,1596.468569,5.589340571,0.191479307,17.17811876,4009,,4,57,,,,,
4,56.75801945,88.32837823,1635.027963,5.867249066,0.110021763,22.11225925,4303,,4,45,,,,,
4,103.1201047,235.4346539,1605.240374,5.053932715,0.195842684,19.0055782,3806,,4,35,,,,,
4,161.9290159,224.3366733,1732.614297,6.721288557,0.091321482,18.64008631,4165,,4,38,,,,,
4,208.1907543,264.0965126,1126.628746,5.551309002,0.15894877,16.08164309,3309,,4,42,,,,,
4,306.1494643,140.0662399,1398.737457,4.653544269,0.12687956,22.47775114,4015,,4,54,,,,,
4,336.9671903,161.3337642,1838.058707,8.442693962,0.679579874,24.67070247,4851,,4,56,,,,,
4,257.1639093,106.76323,1667.922233,4.753240434,0.085169229,26.49816191,4482,,4,49,,,,,
5,444.9407715,174.7995124,1278.528232,4.996585669,0.178976212,23.4693265,3601,,5,3,,,,,
5,476.0928851,127.5884974,1358.103917,5.046496378,0.05439734,19.61889012,3626,,5,4,,,,,
5,487.4482759,44.55189484,1074.088396,5.15146149,0.086248096,21.08572303,3441,,5,7,,,,,
5,510.1188341,264.13428,1471.966821,5.881299695,0.146629005,21.45243125,3960,,5,8,,,,,
5,515.6733068,67.74961692,1196.568943,4.958608942,0.085175301,23.10261827,3623,,5,9,,,,,
5,546.4949794,113.2735582,1424.294752,4.879310659,0.021093031,24.38609707,3757,,5,11,,,,,
5,577.3827805,179.0362515,2913.313506,7.561258834,0.427944668,24.93615941,7016,,5,29,,,,,
5,612.0175666,136.8147189,991.5790447,6.181204211,0.046359314,17.05193254,3248,,5,15,,,,,
5,612.6329525,215.0977571,1299.797309,5.485267975,0.130256906,21.63578537,3758,,5,27,,,,,
5,733.8445154,137.9402099,1205.186587,4.609256524,0.132699145,22.91926416,3833,,5,25,,,,,
5,738.8693279,47.47890367,1612.232718,8.823889495,0.766012883,18.51876544,4357,,5,26,,,,,
5,587.7950144,51.10028763,956.1917008,5.920891073,0.120853358,16.31851608,3329,,5,14,,,,,
5,393.9231835,147.5369234,926.1216262,4.681923942,0.104845993,17.05193254,3214,,5,28,,,,,
5,336.9639387,161.3065211,1830.424113,8.467933634,0.687721237,24.93615941,4887,,5,56,,,,,
5,56.79582287,88.41874001,1606.548741,5.802521314,0.098991678,22.18584771,4324,,5,45,,,,,
5,103.1378998,235.3447494,1616.816571,5.154540725,0.198234318,19.06882778,3827,,5,35,,,,,
5,161.874481,224.2972426,1722.245186,6.731635415,0.0906444,18.51876544,4187,,5,38,,,,,
5,337.7318967,234.7398911,1582.529352,5.690232949,0.175412472,16.86857842,4036,,5,57,,,,,
5,208.1695134,264.1118273,1137.895627,5.523774532,0.15337921,15.95180786,3355,,5,42,,,,,
5,257.2617682,106.9067201,1694.375361,4.874898549,0.094304065,26.58634643,4537,,5,49,,,,,
5,306.057754,140.1239305,1371.488767,4.628223692,0.131050735,22.36920182,4053,,5,54,,,,,
6,515.6814781,67.73629562,1200.405158,4.984829635,0.084617567,23.27858528,3638,,6,9,,,,,
6,510.0243902,264.0862459,1457.935963,5.944572581,0.144155573,21.44562581,3983,,6,8,,,,,
6,476.1116642,127.5819992,1362.438775,5.056814305,0.055744915,19.61266634,3641,,6,4,,,,,
6,444.948461,174.7998568,1280.322191,4.997350766,0.180605642,23.46188123,3608,,6,3,,,,,
6,487.407558,44.52872395,1081.629384,5.230883483,0.084587064,21.07903392,3446,,6,7,,,,,
6,546.4746461,113.2854569,1424.209509,4.887933295,0.022004677,24.37836097,3767,,6,11,,,,,
6,587.7582585,51.16173382,959.920875,5.986188036,0.119300695,16.31333929,3339,,6,14,,,,,
6,612.2836866,136.6498864,968.5357846,5.955153494,0.040348747,17.04652308,3248,,6,15,,,,,
6,612.5801339,215.0956415,1341.543037,5.763297947,0.110624096,21.62892176,3808,,6,27,,,,,
6,733.8484987,137.9678403,1202.604709,4.590318699,0.131070064,21.99551365,3840,,6,25,,,,,
6,393.9789701,147.7075472,932.6097789,4.78370613,0.08906474,17.04652308,3242,,6,28,,,,,
6,577.3769841,179.0351474,2910.006456,7.561276512,0.42836542,24.92824881,7017,,6,29,,,,,
6,738.8254004,47.54924458,1613.554222,8.868675978,0.764595921,18.51289066,4365,,6,26,,,,,
6,337.7584031,234.7761845,1597.790771,5.753003714,0.171959636,16.86322713,4053,,6,57,,,,,
6,56.78988815,88.41451723,1606.039089,5.806129434,0.099177329,22.1788096,4337,,6,45,,,,,
6,103.1398593,235.3594601,1615.93707,5.141112183,0.197629316,19.0627785,3827,,6,35,,,,,
6,336.944989,161.309962,1832.592879,8.457565021,0.682483329,24.92824881,4897,,6,56,,,,,
6,208.1865086,264.0684185,1143.950006,5.557855815,0.153577521,15.9467474,3365,,6,42,,,,,
6,257.2609025,106.9217617,1693.837847,4.84239207,0.093973102,26.57791233,4549,,6,49,,,,,
6,305.7970382,140.4093614,1386.267248,5.018727325,0.149457993,22.36210555,4101,,6,54,,,,,
6,161.8646946,224.2880179,1716.383249,6.743832913,0.091085768,18.51289066,4193,,6,38,,,,,
7,515.6814781,67.73629562,1200.405158,4.984829635,0.084617567,23.27858528,3638,,7,9,,,,,
7,510.0243902,264.0862459,1457.935963,5.944572581,0.144155573,21.44562581,3983,,7,8,,,,,
7,476.1116642,127.5819992,1362.438775,5.056814305,0.055744915,19.61266634,3641,,7,4,,,,,
7,444.948461,174.7998568,1280.322191,4.997350766,0.180605642,23.46188123,3608,,7,3,,,,,
7,487.407558,44.52872395,1081.629384,5.230883483,0.084587064,21.07903392,3446,,7,7,,,,,
7,546.4746461,113.2854569,1424.209509,4.887933295,0.022004677,24.37836097,3767,,7,11,,,,,
7,587.7582585,51.16173382,959.920875,5.986188036,0.119300695,16.31333929,3339,,7,14,,,,,
7,612.2836866,136.6498864,968.5357846,5.955153494,0.040348747,17.04652308,3248,,7,15,,,,,
7,612.5835833,215.1197164,1344.292476,5.783523233,0.109025555,21.62892176,3810,,7,27,,,,,
7,733.8484987,137.9678403,1202.604709,4.590318699,0.131070064,21.99551365,3840,,7,25,,,,,
7,577.3769841,179.0351474,2910.006456,7.561276512,0.42836542,24.92824881,7017,,7,29,,,,,
7,738.8254004,47.54924458,1613.554222,8.868675978,0.764595921,18.51289066,4365,,7,26,,,,,
7,393.9789701,147.7075472,932.6097789,4.78370613,0.08906474,17.04652308,3242,,7,28,,,,,
7,336.944989,161.309962,1832.592879,8.457565021,0.682483329,24.92824881,4897,,7,56,,,,,
7,337.7584031,234.7761845,1597.790771,5.753003714,0.171959636,16.86322713,4053,,7,57,,,,,
7,56.78988815,88.41451723,1606.039089,5.806129434,0.099177329,22.1788096,4337,,7,45,,,,,
7,103.1398593,235.3594601,1615.93707,5.141112183,0.197629316,19.0627785,3827,,7,35,,,,,
7,161.8646946,224.2880179,1716.383249,6.743832913,0.091085768,18.51289066,4193,,7,38,,,,,
7,208.1865086,264.0684185,1143.950006,5.557855815,0.153577521,15.9467474,3365,,7,42,,,,,
7,305.7970382,140.4093614,1386.267248,5.018727325,0.149457993,22.36210555,4101,,7,54,,,,,
7,257.2609025,106.9217617,1693.837847,4.84239207,0.093973102,26.57791233,4549,,7,49,,,,,
8,546.0437483,113.7589792,1331.94929,4.563782679,0.038508253,24.09954157,3476,,8,11,,,,,
8,514.9017488,68.02416534,1131.239675,4.925615212,0.12508605,22.48091564,3227,,8,9,,,,,
8,509.5885551,264.5991573,1323.136771,4.751383193,0.126926694,21.76152634,3671,,8,8,,,,,
8,487.0394892,44.96891279,1070.271432,5.487309874,0.130498089,20.86228972,3088,,8,7,,,,,
8,444.4671166,174.7968122,1252.456772,4.487361792,0.145234739,23.20030495,3519,,8,3,,,,,
8,577.3616983,178.9995196,2994.817658,7.765258742,0.428578147,24.9987782,7089,,8,29,,,,,
8,476.4716729,127.6275093,1209.473262,4.973819936,0.066402398,19.96305309,3219,,8,4,,,,,
8,587.2877576,51.09135651,1169.367308,6.918662212,0.259099475,17.80488519,3062,,8,14,,,,,
8,612.4861549,137.8285525,1084.659218,5.77586675,0.157471697,18.16457984,2811,,8,15,,,,,
8,613.0023935,215.2991862,1127.103187,5.112395571,0.188940154,20.86228972,3279,,8,27,,,,,
8,733.4780722,137.8547962,1160.554789,4.219438021,0.109906202,22.30106832,3341,,8,25,,,,,
8,738.8088677,47.58695411,1618.446079,8.37839946,0.757802267,18.88396914,4072,,8,26,,,,,
8,393.4612159,148.1838413,1115.233263,5.343302246,0.066414224,17.98473252,2951,,8,28,,,,,
8,56.74452312,88.86910821,1625.460125,6.375590345,0.186157163,21.58167902,4233,,8,45,,,,,
8,103.085036,235.7100508,1522.767302,4.994398658,0.195976834,18.70412182,3570,,8,35,,,,,
8,161.6863512,224.8791464,1702.43478,6.523867668,0.131810165,17.80488519,3995,,8,38,,,,,
8,208.151448,263.8899232,1217.206697,5.281189018,0.132123169,16.72580124,3143,,8,42,,,,,
8,336.4942047,161.2250901,1846.492487,8.422970397,0.614032011,23.20030495,4698,,8,56,,,,,
8,305.8372816,140.5153398,1389.320587,5.009828528,0.149534851,21.94137367,3900,,8,54,,,,,
8,337.9645049,235.0510167,1494.711119,5.22722757,0.19096909,16.90564856,3698,,8,57,,,,,
8,257.1076938,106.8560127,1818.616152,5.001117359,0.117847817,26.97709877,4149,,8,49,,,,,
9,514.8414855,67.96875,1171.47045,5.513802948,0.142737858,22.46025772,3271,,9,9,,,,,
9,509.7761447,264.5829565,1251.407745,4.632342002,0.145982944,21.22229076,3602,,9,8,,,,,
9,476.4759135,127.2563758,1185.795496,5.176814023,0.062503724,19.63061895,3280,,9,4,,,,,
9,487.4465059,44.97804576,1143.881472,5.335352509,0.124624091,21.22229076,3022,,9,7,,,,,
9,444.5630786,174.6787343,1279.880985,4.753971889,0.152253951,23.16766741,3506,,9,3,,,,,
9,546.1013131,113.8456116,1279.52728,4.517829227,0.037036124,24.05192953,3406,,9,11,,,,,
9,738.8325032,47.54536596,1633.408979,8.234096579,0.718540943,18.39265199,4030,,9,26,,,,,
9,587.8815387,50.86944485,1213.738179,7.056453112,0.248125455,17.6852423,3058,,9,14,,,,,
9,612.7748897,137.8167402,1081.806271,5.942892084,0.098852005,18.21579957,2812,,9,15,,,,,
9,613.5343766,215.2527052,1062.352505,5.252156762,0.191642588,20.51488107,3173,,9,27,,,,,
9,733.5264024,137.9023186,1182.258448,4.667476868,0.098037991,23.16766741,3348,,9,25,,,,,
9,393.3745688,147.9209784,1127.964754,5.370047472,0.033920221,18.03894715,2959,,9,28,,,,,
9,577.4371247,179.0604673,2974.480902,7.773990274,0.434340976,24.05192953,7040,,9,29,,,,,
9,56.75718359,89.0601009,1612.540393,6.568918552,0.193479857,20.69173349,4194,,9,45,,,,,
9,103.1633658,235.910933,1544.805915,5.375525959,0.193953194,18.39265199,3600,,9,35,,,,,
9,161.5842338,225.2105588,1718.474994,6.576846818,0.138145025,17.50838988,3991,,9,38,,,,,
9,207.8667632,264.0185373,1221.165981,5.437206549,0.146788989,15.56301322,3180,,9,42,,,,,
9,337.9836299,234.8270463,1490.865926,5.316484358,0.176972977,16.44727534,3656,,9,57,,,,,
9,336.2813069,161.1406534,1845.808739,8.353076163,0.587271108,22.2834053,4713,,9,56,,,,,
9,305.8329897,140.4757732,1372.374802,5.064582905,0.144201584,21.39914318,3885,,9,54,,,,,
9,257.1346154,106.9112277,1820.872547,5.028357812,0.113270726,25.82045376,4129,,9,49,,,,,
10,545.9335783,113.909623,1286.5852,4.565331153,0.045644718,23.9910402,3384,,10,11,,,,,
10,514.837588,67.92737676,1193.598029,5.617372241,0.147544949,22.59010355,3329,,10,9,,,,,
10,509.9742905,264.3973026,1246.483388,4.939035469,0.170473677,20.83893273,3601,,10,8,,,,,
10,487.015017,44.86258679,1084.500087,5.5043397,0.137318471,21.01404981,3033,,10,7,,,,,
10,476.565338,127.2539057,1199.376893,5.417413776,0.082349638,19.61311316,3317,,10,4,,,,,
10,444.4408543,174.6444414,1279.055165,4.663586776,0.147393438,23.1154548,3534,,10,3,,,,,
10,577.4354545,179.0628122,2980.317615,7.792553934,0.435934716,24.16615729,7038,,10,29,,,,,
10,612.9248627,137.4006275,1116.371396,6.501052705,0.106297576,18.03705942,2857,,10,15,,,,,
10,613.3616138,215.1547402,1054.730184,5.450058529,0.198217527,20.31358149,3205,,10,27,,,,,
10,733.6337303,137.6813704,1190.971273,4.964393139,0.100926747,22.94033771,3423,,10,25,,,,,
10,738.8214171,47.66132674,1628.763978,8.321301568,0.716090231,18.03705942,4056,,10,26,,,,,
10,588.1205163,51.15668618,1166.805116,7.085030608,0.230255373,16.63612277,3095,,10,14,,,,,
10,336.3081174,161.112138,1838.02889,8.307742082,0.57734864,21.36428398,4699,,10,56,,,,,
10,393.4953186,147.9977348,1159.625316,5.855671228,0.038642319,18.03705942,2985,,10,28,,,,,
10,56.74953779,89.08243611,1610.201567,6.597897073,0.196521257,20.66381565,4208,,10,45,,,,,
10,103.1919613,235.9959469,1555.38992,5.549302067,0.189787421,18.73752775,3650,,10,35,,,,,
10,161.5112797,225.2769688,1707.741782,6.610105806,0.146339479,17.51170818,3953,,10,38,,,,,
10,207.8991868,264.145401,1248.935027,5.480040774,0.143263288,15.58542028,3243,,10,42,,,,,
10,305.8481662,140.4672993,1365.563004,5.095925181,0.149363453,21.36428398,3896,,10,54,,,,,
10,338.0210757,234.7155361,1520.541621,5.412810207,0.169124506,16.46100569,3705,,10,57,,,,,
10,257.2048824,107.0050405,1771.834633,5.120219097,0.113905907,25.0417427,4139,,10,49,,,,,
11,444.4235778,174.6355038,1276.254824,4.626487498,0.142219954,23.26825107,3551,,11,3,,,,,
11,476.5664824,127.3190282,1202.601187,5.419297087,0.0908338,19.59431669,3340,,11,4,,,,,
11,487.1661726,44.91847826,1062.291883,5.526138631,0.127509795,20.99391074,3023,,11,7,,,,,
11,510.0892078,264.282679,1243.364364,5.096438748,0.182081247,20.64401223,3588,,11,8,,,,,
11,514.7018587,67.83598513,1176.533748,5.333237298,0.149645604,22.56845405,3362,,11,9,,,,,
11,546.0845649,113.8530378,1278.529164,4.417987069,0.038504503,23.96804809,3398,,11,11,,,,,
11,577.452991,179.0643436,2977.286441,7.789351208,0.438283776,24.14299735,7041,,11,29,,,,,
11,588.1734113,51.28216883,1106.728994,7.049461674,0.183659654,17.1450271,3143,,11,14,,,,,
11,612.9085087,137.3379079,1147.317222,6.766370928,0.118564483,18.01977338,2909,,11,15,,,,,
11,613.4459348,215.1717172,1056.518558,5.477497661,0.214663683,20.29411371,3219,,11,27,,,,,
11,733.724398,137.5655643,1206.100172,5.230084693,0.102697836,22.91835256,3459,,11,25,,,,,
11,738.9300935,47.58762775,1609.183258,8.306990326,0.707167923,18.01977338,4056,,11,26,,,,,
11,393.5409611,147.9208238,1146.792374,5.839958099,0.05370598,17.1450271,3016,,11,28,,,,,
11,56.69465982,89.04062466,1602.010339,6.563422824,0.19454746,20.64401223,4208,,11,45,,,,,
11,103.1721082,236.0520588,1559.32272,5.611911328,0.185517173,18.71957041,3687,,11,35,,,,,
11,161.521441,225.2912701,1709.429182,6.583210099,0.14783697,17.49492562,3968,,11,38,,,,,
11,207.7006133,264.1745828,1226.569235,5.687344287,0.152535203,15.22058529,3263,,11,42,,,,,
11,338.0140198,234.7263847,1522.408427,5.403793878,0.170756757,16.44523008,3735,,11,57,,,,,
11,336.2836033,161.0620441,1846.939297,8.310579906,0.573251902,21.34380925,4709,,11,56,,,,,
11,257.2301268,106.9801771,1738.645708,5.123765061,0.113942793,25.01774363,4151,,11,49,,,,,
11,305.8338687,140.4238725,1361.630061,5.096814211,0.151940492,21.16886,3897,,11,54,,,,,
12,546.0672578,113.7867667,1282.378048,4.389277522,0.037131532,23.96804809,3410,,12,11,,,,,
12,444.4115791,174.6335574,1275.205128,4.60798248,0.141557094,23.26825107,3554,,12,3,,,,,
12,738.9947403,47.57670392,1596.586912,8.304097302,0.709207711,18.01977338,4050,,12,26,,,,,
12,476.5821808,127.3435726,1201.726441,5.402007574,0.093236613,19.59431669,3341,,12,4,,,,,
12,487.1914011,44.9314409,1053.894319,5.535530532,0.127307747,20.99391074,3023,,12,7,,,,,
12,510.1274661,264.2322653,1250.362334,5.159563912,0.184011825,20.64401223,3599,,12,8,,,,,
12,514.7562454,67.85646711,1183.531718,5.426196347,0.150949329,22.56845405,3370,,12,9,,,,,
12,588.2151304,51.29969221,1079.961758,7.024291932,0.173515409,17.1450271,3147,,12,14,,,,,
12,612.9053517,137.3181957,1144.168135,6.770980532,0.119896395,18.01977338,2911,,12,15,,,,,
12,613.394438,215.2019088,1063.16663,5.528569567,0.21786527,20.29411371,3236,,12,27,,,,,
12,733.7274703,137.5523037,1207.499766,5.255442461,0.101220682,22.91835256,3460,,12,25,,,,,
12,577.4477752,179.0821137,2976.411695,7.795635901,0.438592217,24.14299735,7040,,12,29,,,,,
12,393.5852542,147.9183331,1146.092577,5.82635567,0.05407218,17.1450271,3022,,12,28,,,,,
12,56.69465982,89.04062466,1602.010339,6.563422824,0.19454746,20.64401223,4208,,12,45,,,,,
12,103.1775062,236.0571877,1560.197466,5.619414573,0.185268211,18.71957041,3689,,12,35,,,,,
12,161.5452591,225.2972558,1708.554436,6.595383115,0.15243436,17.49492562,3967,,12,38,,,,,
12,207.6641898,264.179337,1224.294895,5.693603356,0.154779976,15.22058529,3277,,12,42,,,,,
12,336.2999905,161.0687399,1845.189805,8.308849339,0.572727925,21.34380925,4713,,12,56,,,,,
12,305.8338687,140.4238725,1361.630061,5.096814211,0.151940492,21.16886,3897,,12,54,,,,,
12,338.0270642,234.7095183,1525.557514,5.424830357,0.170392716,16.44523008,3740,,12,57,,,,,
12,257.2275806,106.9688606,1730.423093,5.119766686,0.117846942,25.01774363,4156,,12,49,,,,,
